genome,Kingdom,Phylum,Class,Order,Family,Genus,Species
GCF_001544275.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_D,Enterococcus_D gallinarum
GCF_900636965.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus
GCF_900095855.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Anaeroglobus,Anaeroglobus massiliensis
GCF_000227295.1,Bacteria,Actinomycetota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium avidum
GCF_019597925.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_AP,Clostridium_AP sp000509125
GCA_900761965.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Avimicrobium,Avimicrobium sp900761965
GCA_900549945.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA1417,UBA1417 sp900549945
GCA_025149125.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster asparagiformis
GCA_900542035.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,UMGS1370,UMGS1370 sp900542035
GCA_018364635.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,JAGZLR01,JAGZLR01 sp018364635
GCA_905206455.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alangreenwoodia,Alangreenwoodia sp905206455
GCF_019929185.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis_O
GCA_900538475.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Ventrimonas,Ventrimonas sp900538475
GCF_004216775.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Cuneatibacter,Cuneatibacter caecimuris
GCA_025149285.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi
GCA_900539175.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Novisyntrophococcus,Novisyntrophococcus sp900539175
GCF_008281175.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Extibacter,Extibacter hylemonae
GCF_024622975.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A caecimuris
GCF_014385065.1,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Lentihominibacter,Lentihominibacter hominis
GCF_014384895.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Bianqueaceae,Bianquea,Bianquea renquensis
GCF_900186585.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Massiliimalia,Massiliimalia timonensis
GCF_900155615.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Massiliimalia,Massiliimalia massiliensis
GCF_000478885.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens
GCA_003481775.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Clostridium_AQ,Clostridium_AQ sp003481775
GCA_018364455.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis_BR
GCA_000158655.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Massilioclostridium,Massilioclostridium methylpentosum
GCF_001679485.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_D,Haemophilus_D sp001679485
GCF_020215665.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia sp001304935
GCF_000186465.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus australis
GCF_001815865.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia sp001815865
GCA_900552715.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900552715
GCF_001070855.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia pyogenes_A
GCF_001074155.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae_A
GCA_900547195.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus sp900547195
GCF_000590555.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium argentoratense
GCF_014838735.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus portuensis
GCF_001434465.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus oris
GCA_900635495.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Atlantibacter,Atlantibacter hermannii
GCF_002015035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus_A,Haemophilus_A parahaemolyticus
GCF_001729805.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter roggenkampii
GCF_003818115.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter youngae
GCF_014207635.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,Acetobacter lovaniensis
GCF_000160575.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella paramesenteroides
GCF_014058425.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,Companilactobacillus pabuli
GCF_013394085.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum
GCF_000146325.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici
GCF_001437285.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus pentosaceus
GCF_900637395.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter_D upsaliensis
GCF_003641185.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus pentosus
GCF_001564455.1,Bacteria,Bacillota,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,Faecalibaculum rodentium
GCF_001591685.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus murinus
GCF_001886185.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_A,Enterococcus_A raffinosus
GCA_022718015.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp022718015
GCA_900551335.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp900551335
GCF_023347295.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp003449675
GCA_934255515.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Sutterella,Sutterella sp934255515
GCA_021639365.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens_AH
GCF_000735365.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata
GCF_018919065.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,Blautia_A sp018919065
GCF_002959755.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp002959755
GCA_002211745.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera georgiana_A
GCF_004135645.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Senegalimassilia,Senegalimassilia faecalis
GCA_900550165.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,ER4 sp900550165
GCA_934513685.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,SFJ001,SFJ001 sp934513685
GCF_000278725.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp000278725
GCA_934196125.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp934196125
GCA_934700615.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,Cryptobacteroides,Cryptobacteroides sp934700615
GCA_900543875.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Parolsenella,Parolsenella sp900543875
GCA_900760845.1,Bacteria,Bacillota,Bacilli,RF39,UBA660,CAG-582,CAG-582 sp900760845
GCA_900552085.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter sp900552085
GCA_900545205.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900545205
GCA_000438255.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-269,CAG-269 sp000438255
GCA_900554945.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Ellagibacter,Ellagibacter sp900554945
GCF_016648855.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis_L
GCF_000220235.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella nigrescens
GCF_000739975.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus garvieae
GCA_021641225.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens_AJ
GCA_022745215.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp022745215
GCA_900538355.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900538355
GCA_900549805.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella sp900549805
GCA_934234275.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp934234275
GCA_900753045.1,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,Phascolarctobacterium_A sp900753045
GCA_900770335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,Sutterella,Sutterella sp900770335
GCA_900544585.1,Bacteria,Bacillota,Bacilli,Mycoplasmatales,Mycoplasmoidaceae,Ureaplasma,Ureaplasma sp900544585
GCF_000211415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter mori
GCF_002902985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia sp002902985
GCA_020686985.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Ventrimonas,Ventrimonas sp900555625
GCF_003481985.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Ventrimonas,Ventrimonas sp003506385
GCF_900324475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter bugandensis
GCF_003481825.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Ventrimonas,Ventrimonas sp003481825
GCA_901472455.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata
GCF_017348915.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,UBA7405,UBA7405 sp000755535
GCA_913775425.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_G,Enterococcus_G sp913775425
GCF_000215745.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes
GCA_018141845.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,F0428,F0428 sp003043955
GCA_900549025.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900549025
GCA_019414725.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sp019414725
GCA_019414665.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola sp019414665
GCF_004843545.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pasteurianus
GCF_000157915.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus
GCF_016648925.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp900766505
GCF_009193325.2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zhangwenhongii
GCA_934435205.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_D,Ruminococcus_D sp934435205
GCF_000762405.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella timonensis_A
GCF_001061665.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Micrococcaceae,Rothia,Rothia mucilaginosa_A
GCA_001064145.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Actinomycetaceae,Pauljensenia,Pauljensenia sp001064145
GCF_000155955.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella multacida
GCA_900550055.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Senegalimassilia,Senegalimassilia sp900550055
GCF_019243775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Morganella,Morganella morganii
GCF_000254135.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D,Campylobacter_D coli
GCF_001875655.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei
GCF_009759685.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii
GCA_900546215.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Anaerotignaceae,Metalachnospira,Metalachnospira sp900546215
GCF_000173415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Providencia,Providencia alcalifaciens
GCA_019414055.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp019414055
GCA_900550135.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_G,Eubacterium_G sp900550135
GCA_019418305.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Agathobaculum,Agathobaculum sp019418305
GCF_900200035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella grimontii
GCA_016939855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera ascorbata_C
GCF_000426485.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas capnocytophagoides
GCF_014218705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera sichuanensis
GCF_900461125.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides
GCF_001072375.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae_L
GCA_018375265.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_AB
GCF_006539725.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella terrigena
GCF_011684115.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Rahnella,Rahnella aceris
GCF_900461435.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Comamonas,Comamonas terrigena
GCF_002386345.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis_S
GCA_015265235.1,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,Centipeda sp015265235
GCA_015258785.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella sp015258785
GCA_916715765.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Lancefieldella,Lancefieldella sp916715765
GCA_934193545.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Granulicatella,Granulicatella sp934193545
GCF_002573625.1,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum_D
GCA_002484335.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chishuiella,Chishuiella sp002484335
GCF_003992065.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Veillonellaceae,Veillonella_A,Veillonella_A seminalis
GCF_020526085.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella africana
GCF_001654985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera georgiana
GCF_002939185.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sichuanensis
GCF_000159135.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium striatum
GCA_003315335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,Pseudocitrobacter faecalis
GCF_000173655.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium amycolatum_A
GCF_007672725.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium aurimucosum_C
GCF_009728485.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella vespertina
GCF_000988205.1,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium minutissimum_A
GCF_021222645.1,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanosynbacteraceae,Nanosynbacter,Nanosynbacter sp021222645
GCF_001591845.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus
GCF_000159355.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
GCA_934845495.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Avimicrobium,Avimicrobium sp934845495
GCF_000172175.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis
GCF_000982825.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii
GCF_002208095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae_M
GCA_000433135.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-465,CAG-465,CAG-465 sp000433135
GCA_002918705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia sp002918705
GCF_000969825.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides gordonii
GCA_944323755.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,NHYM01,NHYM01 sp944323755
GCA_022739095.1,Bacteria,Actinomycetota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium sp022739095
GCF_020735465.1,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris
GCF_000154845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprocola
GCA_934178345.1,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,Dialister sp934178345
GCF_001434365.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus gastricus
GCF_006739205.1,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans
GCF_000807675.2,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium limosum
GCF_001679045.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus
GCF_003048615.2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_A,Campylobacter_A concisus_C
GCA_934615635.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAKTXU01,CAKTXU01 sp934615635
GCA_934130025.1,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-245,CAG-245 sp934130025
GCA_900757485.1,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,HGM13222,HGM13222 sp900757485
GCF_014287515.2,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia sp003470905
GCA_934202525.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp934202525
GCA_900547735.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,Clostridium_Q sp900547735
GCA_022845895.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Extibacter,Extibacter sp017566055
GCA_900556885.1,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Nanosynbacteraceae,Nanosynbacter,Nanosynbacter sp900556885
